,mouse_name,session_name,num_probes,probe_locations,brain_regions,num_units,num_trials,num_trials_opto,opto_types,opto_onset
10,../000363/sub-440958,../000363/sub-440958/sub-440958_ses-20190215T141028_behavior+ecephys+ogen.nwb,4,"['right ALM', 'left ALM', 'left Striatum', 'right Striatum']","['Orbital area, medial part, layer 5'
 'Orbital area, ventrolateral part, layer 5'
 'Orbital area, medial part, layer 6a' 'Prelimbic area, layer 6a'
 'Anterior cingulate area, dorsal part, layer 6a'
 'Anterior cingulate area, dorsal part, layer 5'
 'Secondary motor area, layer 5' 'Secondary motor area, layer 2/3'
 'Secondary motor area, layer 1' 'Lateral septal nucleus, ventral part'
 'Triangular nucleus of septum' 'Septofimbrial nucleus'
 'Primary motor area, Layer 5' 'Primary motor area, Layer 2/3'
 'Bed nuclei of the stria terminalis' 'Pallidum' 'Striatum' 'Caudoputamen'
 'Primary somatosensory area, upper limb, layer 6a'
 'Primary somatosensory area, upper limb, layer 5'
 'Primary somatosensory area, upper limb, layer 4']",432,"outcome  trial_instruction
hit      left                 160
         right                143
ignore   left                   3
miss     left                  35
         right                 11
Name: trial, dtype: int64","outcome  trial_instruction
hit      left                 46
         right                53
ignore   left                  2
         right                 2
miss     left                  6
         right                 9
Name: trial, dtype: int64","['OBIS470_4', 'OBIS470_6']",6.694915254748571e-05
11,../000363/sub-440958,../000363/sub-440958/sub-440958_ses-20190216T162508_behavior+ecephys+ogen.nwb,4,"['right ALM', 'left ALM', 'left Striatum', 'right Striatum']",[],0,"outcome  trial_instruction
hit      left                 173
         right                186
miss     left                  34
         right                 33
Name: trial, dtype: int64","outcome  trial_instruction
hit      left                 50
         right                57
miss     left                 13
         right                13
Name: trial, dtype: int64","['OBIS470_4', 'OBIS470_6']",6.616541353047493e-05
12,../000363/sub-440958,../000363/sub-440958/sub-440958_ses-20190217T154414_behavior+ecephys+ogen.nwb,4,"['right ALM', 'left ALM', 'left Striatum', 'right Striatum']","['Olfactory areas' 'Orbital area, ventrolateral part, layer 1'
 'Orbital area, lateral part, layer 1'
 'Orbital area, ventrolateral part, layer 2/3'
 'Orbital area, ventrolateral part, layer 5'
 'Orbital area, ventrolateral part, layer 6a'
 'Orbital area, lateral part, layer 6a' 'Frontal pole, layer 6a'
 'Secondary motor area, layer 6a' 'Secondary motor area, layer 5'
 'Secondary motor area, layer 2/3' 'Orbital area, lateral part, layer 5'
 'Orbital area, lateral part, layer 6b'
 'Bed nuclei of the stria terminalis' 'Striatum'
 'Primary motor area, Layer 6a'
 'Primary somatosensory area, lower limb, layer 6a'
 'Primary somatosensory area, lower limb, layer 5'
 'Primary somatosensory area, lower limb, layer 4'
 'Primary somatosensory area, lower limb, layer 2/3' 'Pallidum'
 'Caudoputamen' 'Primary somatosensory area, upper limb, layer 6b'
 'Primary somatosensory area, upper limb, layer 6a'
 'Primary somatosensory area, upper limb, layer 5'
 'Primary somatosensory area, upper limb, layer 4'
 'Primary somatosensory area, upper limb, layer 2/3']",367,"outcome  trial_instruction
hit      left                 173
         right                151
miss     left                  49
         right                 27
Name: trial, dtype: int64","outcome  trial_instruction
hit      left                 43
         right                51
miss     left                 27
         right                 6
Name: trial, dtype: int64","['OBIS470_4', 'OBIS470_6']",3.779527559180585e-05
13,../000363/sub-440959,../000363/sub-440959/sub-440959_ses-20190219T121506_behavior+ecephys+ogen.nwb,3,"['left ALM', 'left Thalamus', 'left Midbrain']","['Anterior olfactory nucleus' 'Orbital area, lateral part, layer 2/3'
 'Orbital area, lateral part, layer 5' 'Frontal pole, layer 5'
 'Secondary motor area, layer 5' 'Secondary motor area, layer 1'
 'Submedial nucleus of the thalamus' 'Thalamus'
 'Ventral anterior-lateral complex of the thalamus' 'Paracentral nucleus'
 'Mediodorsal nucleus of thalamus'
 'Central lateral nucleus of the thalamus'
 'Lateral dorsal nucleus of thalamus' 'Field CA3'
 'Primary somatosensory area, trunk, layer 6a'
 'Primary somatosensory area, trunk, layer 5' 'Postsubiculum'
 'Primary visual area, layer 6b' 'Primary visual area, layer 6a'
 'Primary visual area, layer 5']",214,"outcome  trial_instruction
hit      left                 100
         right                 94
ignore   left                   2
         right                 16
miss     left                  34
         right                 38
Name: trial, dtype: int64","outcome  trial_instruction
hit      left                 33
         right                10
ignore   left                  3
         right                 8
miss     left                  1
         right                28
Name: trial, dtype: int64","['OBIS470_4', 'OBIS470_6']",2.409638553954429e-05
14,../000363/sub-440959,../000363/sub-440959/sub-440959_ses-20190220T134256_behavior+ecephys+ogen.nwb,3,"['left ALM', 'left Thalamus', 'left Midbrain']","['Anterior olfactory nucleus' 'Orbital area, ventrolateral part, layer 1'
 'Orbital area, ventrolateral part, layer 2/3'
 'Orbital area, ventrolateral part, layer 5'
 'Orbital area, lateral part, layer 5' 'Frontal pole, layer 5'
 'Secondary motor area, layer 2/3' 'Secondary motor area, layer 1'
 'Hypothalamus' 'Zona incerta' 'Ventral medial nucleus of the thalamus'
 'Ventral anterior-lateral complex of the thalamus' 'Thalamus'
 'Anteroventral nucleus of thalamus'
 'Central lateral nucleus of the thalamus'
 'Lateral dorsal nucleus of thalamus' 'Field CA3' 'Field CA2' 'Field CA1'
 'Midbrain' 'Superior colliculus, motor related, intermediate gray layer'
 'Postsubiculum' 'Primary visual area, layer 6a'
 'Midbrain reticular nucleus']",160,"outcome  trial_instruction
hit      left                 120
         right                 48
ignore   left                  14
         right                  1
miss     left                  50
         right                 20
Name: trial, dtype: int64","outcome  trial_instruction
hit      left                 49
         right                25
ignore   left                  9
         right                 3
miss     left                 17
         right                 7
Name: trial, dtype: int64",['OBIS470_4'],6.272727272470423e-05
15,../000363/sub-440959,../000363/sub-440959/sub-440959_ses-20190221T140717_behavior+ecephys+ogen.nwb,3,"['left Thalamus', 'left ALM', 'left Midbrain']","['Anterior olfactory nucleus' 'Olfactory areas'
 'Orbital area, lateral part, layer 1'
 'Orbital area, lateral part, layer 2/3'
 'Orbital area, lateral part, layer 5' 'Frontal pole, layer 5'
 'Secondary motor area, layer 5' 'Secondary motor area, layer 2/3'
 'Secondary motor area, layer 1' 'Submedial nucleus of the thalamus'
 'Ventral medial nucleus of the thalamus'
 'Ventral anterior-lateral complex of the thalamus' 'Paracentral nucleus'
 'Mediodorsal nucleus of thalamus'
 'Central lateral nucleus of the thalamus' 'Field CA3'
 'Dentate gyrus, granule cell layer' 'Dentate gyrus, molecular layer'
 'Field CA1' 'Midbrain' 'Inferior colliculus, external nucleus'
 'Nucleus of the brachium of the inferior colliculus' 'Postsubiculum']",383,"outcome  trial_instruction
hit      left                 96
         right                87
miss     left                 43
         right                49
Name: trial, dtype: int64","outcome  trial_instruction
hit      left                 26
         right                20
ignore   right                 2
miss     left                  4
         right                14
Name: trial, dtype: int64",['OBIS470_5'],4.393939397099681e-05
16,../000363/sub-440959,../000363/sub-440959/sub-440959_ses-20190222T130111_behavior+ecephys.nwb,3,"['left ALM', 'left Thalamus', 'left Midbrain']","['Anterior olfactory nucleus' 'Orbital area, ventrolateral part, layer 1'
 'Orbital area, ventrolateral part, layer 2/3'
 'Orbital area, ventrolateral part, layer 5'
 'Orbital area, ventrolateral part, layer 6a' 'Frontal pole, layer 6a'
 'Frontal pole, layer 5' 'Secondary motor area, layer 5'
 'Secondary motor area, layer 2/3' 'Secondary motor area, layer 1'
 'Ventral medial nucleus of the thalamus'
 'Ventral anterior-lateral complex of the thalamus' 'Paracentral nucleus'
 'Central lateral nucleus of the thalamus'
 'Lateral posterior nucleus of the thalamus'
 'Lateral dorsal nucleus of thalamus' 'Field CA3'
 'Dentate gyrus, granule cell layer' 'Dentate gyrus, molecular layer'
 'Field CA1' 'Nucleus of the lateral lemniscus' 'Midbrain'
 'Nucleus sagulum' 'Midbrain reticular nucleus'
 'Superior colliculus, motor related, intermediate white layer'
 'Superior colliculus, motor related, intermediate gray layer'
 'Postsubiculum' 'Retrosplenial area, ventral part, layer 2/3'
 'Retrosplenial area, ventral part, layer 5'
 'Retrosplenial area, ventral part, layer 6a'
 'Retrosplenial area, dorsal part, layer 6a']",452,"outcome  trial_instruction
hit      left                 228
         right                220
ignore   right                  6
miss     left                  68
         right                 49
Name: trial, dtype: int64","Series([], Name: trial, dtype: int64)",[],
17,../000363/sub-440959,../000363/sub-440959/sub-440959_ses-20190223T173853_behavior+ecephys+ogen.nwb,4,"['right ALM', 'left ALM', 'right Midbrain', 'right Thalamus']","['Anterior olfactory nucleus' 'Orbital area, ventrolateral part, layer 1'
 'Orbital area, ventrolateral part, layer 2/3'
 'Orbital area, ventrolateral part, layer 5'
 'Secondary motor area, layer 5' 'Olfactory areas'
 'Orbital area, ventrolateral part, layer 6a' 'Frontal pole, layer 6a'
 'Frontal pole, layer 5' 'Secondary motor area, layer 2/3' 'Pons'
 'Midbrain' 'Pedunculopontine nucleus' 'Nucleus sagulum'
 'Midbrain reticular nucleus' 'Inferior colliculus, external nucleus'
 'Superior colliculus, motor related, intermediate white layer'
 'Superior colliculus, motor related, intermediate gray layer'
 'Retrosplenial area, ventral part, layer 2/3'
 'Retrosplenial area, ventral part, layer 5'
 'Paraventricular hypothalamic nucleus, descending division'
 'Zona incerta' 'Ventral medial nucleus of the thalamus'
 'Ventral anterior-lateral complex of the thalamus'
 'Posterior complex of the thalamus' 'Lateral dorsal nucleus of thalamus'
 'Field CA3' 'Field CA2']",537,"outcome  trial_instruction
hit      left                 115
         right                108
ignore   left                   2
         right                  1
miss     left                  52
         right                 23
Name: trial, dtype: int64","outcome  trial_instruction
hit      left                 23
         right                36
miss     left                 13
         right                 8
Name: trial, dtype: int64","['OBIS470_4', 'OBIS470_6']",-2.2499999995773124e-05
18,../000363/sub-440959,../000363/sub-440959/sub-440959_ses-20190224T133648_behavior+ecephys+ogen.nwb,3,"['right ALM', 'right Midbrain', 'right Thalamus']","['Anterior olfactory nucleus' 'Olfactory areas'
 'Orbital area, ventrolateral part, layer 1'
 'Orbital area, ventrolateral part, layer 5' 'Frontal pole, layer 5'
 'Secondary motor area, layer 5' 'Secondary motor area, layer 2/3'
 'Nucleus of the lateral lemniscus' 'Pons' 'Midbrain'
 'Pedunculopontine nucleus' 'Midbrain reticular nucleus'
 'Superior colliculus, motor related, intermediate white layer'
 'Superior colliculus, motor related, intermediate gray layer'
 'Superior colliculus, superficial gray layer'
 'Superior colliculus, zonal layer'
 'Retrosplenial area, ventral part, layer 1'
 'Ventral medial nucleus of the thalamus'
 'Ventral anterior-lateral complex of the thalamus'
 'Posterior complex of the thalamus' 'Lateral dorsal nucleus of thalamus'
 'Field CA3' 'Dentate gyrus, molecular layer' 'Field CA1']",396,"outcome  trial_instruction
hit      left                 116
         right                102
ignore   left                  11
         right                 12
miss     left                  42
         right                 16
Name: trial, dtype: int64","outcome  trial_instruction
hit      left                 31
         right                29
ignore   left                  3
         right                 8
miss     left                 18
         right                 8
Name: trial, dtype: int64","['OBIS470_4', 'OBIS470_6']",-1.0309278342067477e-06
19,../000363/sub-440959,../000363/sub-440959/sub-440959_ses-20190225T142613_behavior+ecephys+ogen.nwb,3,"['right ALM', 'right Midbrain', 'right Thalamus']","['Orbital area, lateral part, layer 2/3'
 'Orbital area, lateral part, layer 5'
 'Orbital area, ventrolateral part, layer 5'
 'Orbital area, ventrolateral part, layer 6a' 'Frontal pole, layer 6a'
 'Secondary motor area, layer 6a' 'Secondary motor area, layer 5'
 'Secondary motor area, layer 2/3' 'Pedunculopontine nucleus' 'Midbrain'
 'Midbrain reticular nucleus'
 'Superior colliculus, motor related, intermediate white layer'
 'Superior colliculus, motor related, intermediate gray layer'
 'Superior colliculus, optic layer'
 'Superior colliculus, superficial gray layer'
 'Superior colliculus, zonal layer'
 'Ventral medial nucleus of the thalamus'
 'Anteromedial nucleus, ventral part'
 'Ventral anterior-lateral complex of the thalamus'
 'Anteroventral nucleus of thalamus' 'Lateral dorsal nucleus of thalamus'
 'Field CA3' 'Field CA2' 'Field CA1'
 'Primary somatosensory area, lower limb, layer 6a'
 'Primary somatosensory area, lower limb, layer 6b']",391,"outcome  trial_instruction
hit      left                 170
         right                105
ignore   left                   8
miss     left                  50
         right                 11
Name: trial, dtype: int64","outcome  trial_instruction
hit      left                 33
         right                33
ignore   left                  2
miss     left                 30
Name: trial, dtype: int64","['OBIS470_4', 'OBIS470_6']",6.428571430843959e-05
20,../000363/sub-440959,../000363/sub-440959/sub-440959_ses-20190226T140636_behavior+ecephys+ogen.nwb,3,"['right ALM', 'right Midbrain', 'right Thalamus']","['Orbital area, ventrolateral part, layer 5'
 'Orbital area, ventrolateral part, layer 6a'
 'Orbital area, medial part, layer 6a' 'Prelimbic area, layer 6a'
 'Secondary motor area, layer 5' 'Pontine reticular nucleus' 'Pons'
 'Pedunculopontine nucleus' 'Midbrain reticular nucleus' 'Midbrain'
 'Superior colliculus, motor related, deep gray layer'
 'Superior colliculus, motor related, intermediate white layer'
 'Superior colliculus, motor related, intermediate gray layer'
 'Superior colliculus, superficial gray layer'
 'Superior colliculus, zonal layer'
 'Ventral medial nucleus of the thalamus' 'Paracentral nucleus'
 'Mediodorsal nucleus of thalamus'
 'Central lateral nucleus of the thalamus'
 'Lateral posterior nucleus of the thalamus'
 'Dentate gyrus, granule cell layer' 'Dentate gyrus, polymorph layer'
 'Field CA1']",292,"outcome  trial_instruction
hit      left                 124
         right                103
ignore   left                  31
         right                  9
miss     left                  34
         right                 12
Name: trial, dtype: int64","outcome  trial_instruction
hit      left                 38
         right                26
ignore   left                 16
         right                 2
miss     left                 17
         right                 1
Name: trial, dtype: int64","['OBIS470_4', 'OBIS470_6']",3.800000001206172e-05
21,../000363/sub-441666,../000363/sub-441666/sub-441666_ses-20190513T144253_behavior+ecephys+ogen.nwb,4,"['right ALM', 'left ALM', 'left Midbrain', 'right Midbrain']","['Anterior olfactory nucleus' 'Olfactory areas'
 'Orbital area, ventrolateral part, layer 2/3'
 'Orbital area, ventrolateral part, layer 5'
 'Orbital area, lateral part, layer 5' 'Frontal pole, layer 5'
 'Secondary motor area, layer 5' 'Secondary motor area, layer 2/3'
 'Red nucleus' 'Midbrain reticular nucleus' 'Midbrain'
 'Superior colliculus, motor related, intermediate white layer'
 'Superior colliculus, motor related, intermediate gray layer'
 'Superior colliculus, optic layer'
 'Superior colliculus, superficial gray layer'
 'Retrosplenial area, ventral part, layer 2/3'
 'Retrosplenial area, ventral part, layer 6a' 'Ventral tegmental area'
 'Superior colliculus, zonal layer'
 'Retrosplenial area, ventral part, layer 1'
 'Retrosplenial area, ventral part, layer 5']",300,"outcome  trial_instruction
hit      left                  47
         right                 62
ignore   left                 184
         right                 29
miss     left                  43
         right                 13
Name: trial, dtype: int64","outcome  trial_instruction
hit      left                 18
         right                12
ignore   left                 58
         right                 7
miss     left                 10
         right                 3
Name: trial, dtype: int64","['OBIS470_4', 'OBIS470_5', 'OBIS470_6']",1.1111111123059177e-05
22,../000363/sub-441666,../000363/sub-441666/sub-441666_ses-20190514T154424_behavior+ecephys+ogen.nwb,4,"['right ALM', 'left ALM', 'left Midbrain', 'right Midbrain']","['Anterior olfactory nucleus' 'Orbital area, lateral part, layer 1'
 'Orbital area, lateral part, layer 5' 'Frontal pole, layer 5'
 'Secondary motor area, layer 5' 'Secondary motor area, layer 2/3'
 'Secondary motor area, layer 1' 'Taenia tecta, dorsal part'
 'Olfactory areas' 'Orbital area, ventrolateral part, layer 5'
 'Orbital area, medial part, layer 6a' 'Prelimbic area, layer 6a'
 'Orbital area, ventrolateral part, layer 1'
 'Substantia nigra, compact part' 'Midbrain' 'Midbrain reticular nucleus'
 'Superior colliculus, motor related, intermediate white layer'
 'Superior colliculus, motor related, intermediate gray layer'
 'Postsubiculum' 'Retrosplenial area, ventral part, layer 5'
 'Retrosplenial area, ventral part, layer 6a' 'Red nucleus'
 'Superior colliculus, optic layer'
 'Superior colliculus, superficial gray layer'
 'Superior colliculus, zonal layer'
 'Retrosplenial area, ventral part, layer 1'
 'posteromedial visual area, layer 6a']",290,"outcome  trial_instruction
hit      left                  78
         right                 71
ignore   left                 236
         right                 21
miss     left                  16
         right                  7
Name: trial, dtype: int64","outcome  trial_instruction
hit      left                 34
         right                11
ignore   left                 59
         right                 5
miss     left                  6
         right                 1
Name: trial, dtype: int64","['OBIS470_4', 'OBIS470_5', 'OBIS470_6']",7.844827585707772e-05
